file	1stisof	occup	seqs	mode_len	SE_len	mode_exons	SE_exons	mode_dist	max_dist	SE_dist	sites	Ca 	Cr_max 	Cr_min	Cc_max	Cc_min 	Cij_max	Cij_min
LOC_Os04g43180.cds.faa	1	10	10	179	11.3	5	0.2	0	0.471311	0	286	0.721678	0.902098	0.625874	1	0.1	0.853147	0.527972
gene:OsNip_04G010490.cds.faa	1	16	18	164	4	3	0.2	0.165468	0.887097	0	226	0.67822	0.823009	0.548673	1	0.055556	0.787611	0.163717
Os02g0281200.cds.faa	1	15	21	925	69.9	4	0.3	0	0.865979	0	1505	0.757095	0.974086	0.064452	1	0.047619	0.974086	0.043854
Os04g0624400.cds.faa	1	5	6	473	47.3	2	0.3	0	0.587738	0	802	0.488778	0.673317	0.357855	1	0.166667	0.589776	0.031172
LOC_Os04g39330.cds.faa	1	9	9	91	1	2	0.1	0	0.814433	0	130	0.711111	0.753846	0.7	1	0.111111	0.7	0.453846
LOC_Os05g05750.cds.faa	1	11	11	66	0	2	0	0	0.015152	0	66	1	1	1	1	1	1	1
LOC_Os05g06230.cds.faa	1	9	9	97	0	2	0	0	0	0	97	1	1	1	1	1	1	1
LOC_Os04g41780.cds.faa	1	10	10	66	6.1	1	0.3	0	0	0	112	0.671429	1	0.589286	1	0.2	1	0.589286
Os02g0830900.cds.faa	1	15	15	2158	69.3	17	0.2	0.001703	0.047673	0	2775	0.733381	0.973333	0.634955	1	0.066667	0.777658	0.608288
LOC_Os05g06730.cds.faa	1	9	9	61	0.2	2	0	0	0.081967	0	63	0.971781	1	0.968254	1	0.111111	0.968254	0.968254
LOC_Os01g58450.cds.faa	1	10	10	148	21.3	4	0.2	0	0.872832	0	435	0.425057	0.765517	0.310345	0.9	0.1	0.452874	0
LOC_Os05g06930.cds.faa	1	8	8	60	0	2	0	0	0	0	60	1	1	1	1	1	1	1
LOC_Os05g03510.cds.faa	1	10	10	80	8.5	4	0	0	0.402299	0	145	0.678621	1	0.551724	1	0.2	0.958621	0.489655
Os03g0805900.cds.faa	1	15	18	538	20.8	7	0.3	0	0.606322	0	587	0.851883	0.974446	0.383305	1	0.055556	0.916525	0.287905
LOC_Os05g11590.cds.faa	1	8	8	87	0	1	0	0.022989	0.022989	0	87	1	1	1	1	1	1	1
LOC_Os05g09720.cds.faa	1	9	9	134	3.6	1	0	0	0.872549	0	188	0.693853	0.712766	0.542553	1	0.111111	0.712766	0.255319
LOC_Os02g27850.cds.faa	1	15	15	249	19.7	7	0.4	0	0.84188	0	489	0.513565	0.840491	0.173824	0.933333	0.066667	0.582822	0
LOC_Os05g04250.cds.faa	1	13	13	142	2.4	1	0	0.308333	0.458333	0	145	0.952785	1	0.827586	1	0.615385	1	0.751724
LOC_Os05g11760.cds.faa	1	3	3	169	15.4	3	0.6	0	0.641892	0.1	197	0.732657	0.857868	0.588832	1	0.333333	0.609137	0.57868
LOC_Os05g25000.cds.faa	1	4	4	90	17	2	0	0	0.388889	0	158	0.677215	1	0.56962	1	0.25	0.56962	0.56962
LOC_Os05g24260.cds.faa	1	4	4	116	12.8	2	0	0	0.189655	0	167	0.770958	1	0.694611	1	0.25	0.694611	0.694611
LOC_Os05g16130.cds.faa	1	10	10	433	100	2	0.6	0	0.04157	0	1433	0.371947	1	0.302163	1	0.1	0.302163	0.302163
LOC_Os05g25710.cds.faa	1	6	6	60	0	2	0	0	0	0	60	1	1	1	1	1	1	1
LOC_Os05g28390.cds.faa	1	3	3	59	0	2	0	0	0	0	59	1	1	1	1	1	1	1
LOC_Os05g28590.cds.faa	1	5	5	198	0.2	3	0.5	0	0.350254	0	225	0.878222	0.88	0.875556	1	0.4	0.88	0.755556
Os05g0155800.cds.faa	1	15	15	462	1.3	2	0.1	0	0.030702	0	466	0.98927	1	0.972103	1	0.2	1	0.959227
LOC_Os05g22860.cds.faa	1	6	6	385	24.6	2	0.3	0	0.709677	0	412	0.895631	0.990291	0.601942	1	0.166667	0.978155	0.575243
LOC_Os05g29950.cds.faa	1	10	10	82	1.7	2	0.1	0	0.26087	0	95	0.835789	0.863158	0.726316	1	0.2	0.863158	0.589474
LOC_Os05g32780.cds.faa	1	5	5	80	3.4	3	0	0	0.060606	0	80	0.93	1	0.825	1	0.6	1	0.825
LOC_Os05g31310.cds.faa	1	4	4	107	19.1	3	0	0	0.205607	0	173	0.682081	1	0.491329	1	0.25	0.618497	0.485549
LOC_Os05g34100.cds.faa	1	9	9	98	0	1	0	0	0	0	98	1	1	1	1	1	1	1
LOC_Os05g32830.cds.faa	1	9	9	113	0.3	2	0	0	0.09009	0	114	0.990253	1	0.973684	1	0.111111	0.991228	0.973684
LOC_Os05g34060.cds.faa	1	10	10	67	0	2	0	0	0	0	67	1	1	1	1	1	1	1
LOC_Os05g34280.cds.faa	1	10	10	59	0	1	0	0	0.016949	0	59	1	1	1	1	1	1	1
LOC_Os05g34970.cds.faa	1	13	13	121	0.4	1	0	0	0.066116	0	125	0.972923	1	0.968	1	0.153846	1	0.968
Os03g0193700.cds.faa	1	16	20	135	20.2	3	0.2	0	0.881481	0	591	0.295178	0.614213	0.138748	0.75	0.05	0.614213	0
LOC_Os05g20860.cds.faa	1	3	3	349	65	3	0.7	0	0.83871	0.1	408	0.575163	0.855392	0.303922	1	0.333333	0.517157	0.156863
LOC_Os04g53110.cds.faa	1	12	14	191	14.9	3	0.1	0	0.876289	0	281	0.620488	0.978648	0.345196	1	0.071429	0.790036	0.02847
Os05g0371600.cds.faa	1	16	16	378	0	7	0	0	0.002646	0	378	1	1	1	1	1	1	1
Os05g0186100.cds.faa	1	15	18	151	6.6	6	0.4	0	0.904762	0	176	0.779987	0.857955	0.335227	1	0.166667	0.857955	0.210227
LOC_Os05g48190.cds.faa	1	5	5	101	4.7	2	0	0	0.073171	0	101	0.924752	1	0.811881	1	0.6	1	0.811881
LOC_Os05g41830.cds.faa	1	6	6	141	18	2	0	0.404255	0.404255	0	225	0.805926	0.991111	0.626667	1	0.333333	0.991111	0.617778
LOC_Os05g43900.cds.faa	1	12	12	84	0	1	0	0	0.035714	0	84	1	1	1	1	1	1	1
LOC_Os06g02010.cds.faa	1	4	4	73	0	2	0	0	0	0	73	1	1	1	1	1	1	1
Os05g0439100.cds.faa	1	15	15	67	7.2	2	0	0	0.343284	0	127	0.703937	1	0.527559	1	0.333333	1	0.527559
LOC_Os05g24680.cds.faa	1	14	14	185	77.6	1	0.6	0.87027	0.886486	0	820	0.680139	0.964634	0.22561	1	0.142857	0.964634	0.185366
LOC_Os04g30560.cds.faa	1	15	15	645	18.9	3	0.2	0.108738	0.318038	0	879	0.664316	0.790671	0.506257	1	0.066667	0.733788	0.491468
LOC_Os05g25020.cds.faa	1	15	15	351	4.8	9	0.3	0	0.336158	0	412	0.854531	0.932039	0.781553	1	0.2	0.932039	0.723301
LOC_Os05g40730.cds.faa	1	7	7	296	15.5	3	0.2	0	0.195402	0	308	0.814471	0.961039	0.564935	1	0.285714	0.961039	0.525974
gene:OsNip_03G041730.cds.faa	1	15	15	292	10.6	4	0.2	0	0.216346	0	359	0.777716	0.94429	0.512535	1	0.066667	0.94429	0.428969
LOC_Os05g48830.cds.faa	1	13	13	95	6	1	0.1	0	0.094737	0	173	0.583815	1	0.549133	1	0.076923	0.549133	0.549133
LOC_Os05g51080.cds.faa	1	11	11	221	1.1	1	0	0	0.0181	0	233	0.95318	1	0.948498	1	0.090909	0.948498	0.948498
LOC_Os06g09530.cds.faa	1	4	4	453	0	3	0	0	0	0	453	1	1	1	1	1	1	1
LOC_Os06g10060.cds.faa	1	3	3	158	0	2	0	0	0	0	158	1	1	1	1	1	1	1
LOC_Os06g14800.cds.faa	1	3	3	121	0	2	0	0	0	0	121	1	1	1	1	1	1	1
LOC_Os06g06650.cds.faa	1	3	4	613	73.9	3	0.2	0	0.208333	0	614	0.642508	0.998371	0.467427	1	0.25	0.555375	0.457655
LOC_Os06g11750.cds.faa	1	6	6	59	0	1	0	0	0	0	59	1	1	1	1	1	1	1
LOC_Os06g17520.cds.faa	1	3	3	110	0	3	0	0	0	0	110	1	1	1	1	1	1	1
LOC_Os06g02280.cds.faa	1	6	7	684	79.7	5	0.3	0	0.85124	0.1	698	0.857143	0.979943	0.173352	1	0.142857	0.979943	0.164756
LOC_Os06g05680.cds.faa	1	14	14	117	15.9	2	0.4	0	0.854701	0	339	0.391909	1	0.345133	1	0.071429	0.345133	0.345133
Os06g0154600.cds.faa	1	15	15	138	2.9	2	0	0	0.221053	0	138	0.971498	1	0.688406	1	0.866667	1	0.630435
LOC_Os06g18120.cds.faa	1	3	3	110	0	2	0	0	0	0	110	1	1	1	1	1	1	1
LOC_Os06g19250.cds.faa	1	3	3	108	2.3	2	0.7	0	0.554455	0.1	110	0.960606	0.981818	0.918182	1	0.333333	0.981818	0.9
LOC_Os06g17770.cds.faa	1	5	5	328	2	2	0	0	0.006098	0	338	0.976331	1	0.970414	1	0.2	0.970414	0.970414
LOC_Os06g09410.cds.faa	1	8	8	83	17.5	2	0.2	0	0.465909	0	202	0.54703	0.965347	0.410891	1	0.125	0.920792	0.356436
LOC_Os06g23590.cds.faa	1	4	4	151	0.2	1	0	0	0.04	0	151	0.998344	1	0.993377	1	0.75	1	0.993377
LOC_Os06g20890.cds.faa	1	11	11	84	5	1	0	0	0.690476	0	131	0.698126	0.954198	0.641221	1	0.181818	0.954198	0.59542
Os05g0415900.cds.faa	1	15	28	434	18.1	3	0.1	0.253456	0.281481	0	844	0.558353	0.956161	0.479858	1	0.071429	0.956161	0.037915
LOC_Os06g22925.cds.faa	1	11	11	69	0	3	0	0	0	0	69	1	1	1	1	1	1	1
LOC_Os06g23470.cds.faa	1	13	13	115	3.5	4	0	0	0.521739	0	115	0.969231	1	0.6	1	0.923077	1	0.6
LOC_Os06g20070.cds.faa	1	14	14	248	10.4	2	0.1	0.75	0.75	0	278	0.786742	0.895683	0.52518	1	0.214286	0.895683	0.381295
LOC_Os06g27720.cds.faa	1	10	10	80	48.5	3	0.3	0	0.2875	0	524	0.285115	1	0.152672	1	0.1	0.629771	0.152672
Os04g0350700.cds.faa	1	16	26	67	29.8	7	0.4	0.776119	0.872093	0	440	0.594843	0.954545	0.152273	0.923077	0.038462	0.915909	0
LOC_Os06g30760.cds.faa	1	5	5	113	26.5	2	0.2	0	0.752212	0.1	273	0.572161	0.831502	0.413919	1	0.2	0.619048	0.201465
LOC_Os06g30590.cds.faa	1	11	11	139	6.7	3	0	0.007194	0.215385	0	139	0.951602	1	0.467626	1	0.909091	1	0.467626
LOC_Os05g35430.cds.faa	1	15	25	587	45.2	4	0.4	0.859155	0.865497	0	613	0.649657	0.990212	0.231648	1	0.08	0.990212	0.199021
gene:OsNip_04G023820.cds.faa	1	15	28	112	8.7	3	0.2	0.866071	0.9	0	379	0.341689	0.71504	0.248021	1	0.035714	0.654354	0.073879
gene:OsNip_06G012910.cds.faa	1	16	16	402	19.4	10	0.6	0	0.141643	0	437	0.862128	0.922197	0.212815	1	0.125	0.922197	0.212815
LOC_Os06g32320.cds.faa	1	11	11	108	2.5	2	0	0	0.875	0	131	0.803609	0.824427	0.610687	1	0.090909	0.824427	0.419847
LOC_Os06g29550.cds.faa	1	4	4	483	8.9	12	0.5	0	0.131696	0	514	0.923638	0.94358	0.871595	1	0.5	0.939689	0.811284
LOC_Os06g33190.cds.faa	1	9	9	60	0	2	0	0	0	0	60	1	1	1	1	1	1	1
LOC_Os06g14560.cds.faa	1	4	4	164	14.2	2	0	0	0.828025	0.1	269	0.506506	0.609665	0.39777	1	0.25	0.360595	0.107807
LOC_Os06g33170.cds.faa	1	11	11	176	1	2	0	0	0.059172	0	176	0.983988	1	0.960227	1	0.545455	1	0.960227
LOC_Os06g32590.cds.faa	1	12	12	74	0	3	0	0.040541	0.054054	0	74	1	1	1	1	1	1	1
LOC_Os06g34410.cds.faa	1	5	5	112	3.4	2	0	0	0.017857	0	112	0.969643	1	0.848214	1	0.8	1	0.848214
LOC_Os06g33650.cds.faa	1	4	4	68	0	3	0	0	0	0	68	1	1	1	1	1	1	1
LOC_Os06g14500.cds.faa	1	14	14	282	18	2	0.2	0	0.638095	0	330	0.717316	0.924242	0.318182	1	0.071429	0.854545	0.19697
LOC_Os06g36230.cds.faa	1	5	5	70	0	1	0	0.085714	0.114286	0	70	1	1	1	1	1	1	1
LOC_Os06g41000.cds.faa	1	8	8	122	1.6	2	0	0	0.032787	0	135	0.915741	1	0.903704	1	0.125	0.903704	0.903704
Os06g0360300.cds.faa	1	16	19	291	16.7	4	0.2	0	0.849558	0	385	0.638551	0.755844	0.293506	0.842105	0.052632	0.755844	0
LOC_Os06g42840.cds.faa	1	3	3	96	0.3	1	0.3	0	0.094737	0	96	0.996528	1	0.989583	1	0.666667	1	0.989583
LOC_Os06g40470.cds.faa	1	4	4	646	0	8	0	0.006192	0.006192	0	646	1	1	1	1	1	1	1
LOC_Os06g14830.cds.faa	1	10	10	167	12.8	2	0.3	0	0.838509	0	252	0.615079	0.928571	0.27381	1	0.1	0.666667	0.162698
LOC_Os06g46110.cds.faa	1	3	3	87	0	1	0	0	0	0	87	1	1	1	1	1	1	1
LOC_Os05g18000.cds.faa	1	11	14	468	42	3	0.2	0	0.919708	0	994	0.357933	0.612676	0.074447	0.714286	0.071429	0.470825	0
LOC_Os06g48690.cds.faa	1	3	3	62	0	2	0	0	0	0	62	1	1	1	1	1	1	1
LOC_Os07g01360.cds.faa	1	3	3	128	21.3	3	0	0	0.257812	0	192	0.777778	1	0.666667	1	0.333333	0.666667	0.666667
LOC_Os06g44034.cds.faa	1	11	11	71	0.4	2	0.2	0	0.43662	0	82	0.872506	0.902439	0.865854	1	0.181818	0.902439	0.768293
LOC_Os06g51120.cds.faa	1	10	10	98	0	2	0	0	0.010204	0	98	1	1	1	1	1	1	1
LOC_Os06g48260.cds.faa	1	12	12	110	3.6	2	0.1	0	0.432836	0	136	0.782475	0.808824	0.492647	1	0.083333	0.808824	0.301471
LOC_Os05g28120.cds.faa	1	15	28	76	56.5	1	0.2	0.828947	0.828947	0	943	0.461332	0.846235	0.080594	1	0.035714	0.846235	0.042418
LOC_Os06g34340.cds.faa	1	16	16	142	8	2	0.2	0	0.711268	0	220	0.596875	0.718182	0.309091	1	0.1875	0.718182	0.118182
LOC_Os06g39020.cds.faa	1	15	15	170	2.9	2	0	0	0.189781	0	170	0.961569	1	0.805882	1	0.733333	1	0.735294
LOC_Os07g08260.cds.faa	1	7	7	151	3.2	2	0.1	0	0.022388	0	159	0.948787	1	0.842767	1	0.285714	1	0.842767
LOC_Os05g51010.cds.faa	1	16	28	284	35.2	4	0.4	0.890845	0.898039	0	1035	0.356073	0.984541	0.177778	0.928571	0.035714	0.910145	0
LOC_Os07g08550.cds.faa	1	8	8	272	0	3	0	0	0	0	272	1	1	1	1	1	1	1
LOC_Os07g14880.cds.faa	1	9	9	155	7.1	1	0	0	0.766355	0	199	0.725293	0.778894	0.537688	1	0.222222	0.778894	0.316583
LOC_Os07g16330.cds.faa	1	3	3	93	0	1	0	0	0	0	93	1	1	1	1	1	1	1
LOC_Os07g10320.cds.faa	1	10	10	121	1.1	2	0	0	0.033058	0	122	0.986885	1	0.909836	1	0.4	1	0.909836
LOC_Os06g23850.cds.faa	1	16	16	396	18.6	12	0.6	0	0.185022	0	463	0.798866	0.971922	0.490281	1	0.0625	0.946004	0.464363
LOC_Os07g17570.cds.faa	1	7	7	66	0	1	0	0	0	0	66	1	1	1	1	1	1	1
LOC_Os07g17320.cds.faa	1	8	8	60	2.6	2	0	0	0.833333	0	95	0.659211	0.852632	0.631579	1	0.125	0.631579	0.484211
LOC_Os07g10640.cds.faa	1	15	15	107	2	2	0.1	0	0.065217	0	114	0.89883	1	0.807018	1	0.066667	0.938596	0.807018
gene:OsNip_06G014990.cds.faa	1	16	17	369	88.9	2	0.2	0	0.878049	0	1867	0.220108	0.9609	0.043921	1	0.058824	0.199786	0.003214
LOC_Os07g18260.cds.faa	1	9	9	447	58.7	3	0.2	0	0.168	0	454	0.65859	0.984581	0.178414	1	0.333333	0.984581	0.165198
LOC_Os07g20630.cds.faa	1	4	4	135	5.6	2	0	0	0.088889	0	136	0.954044	1	0.830882	1	0.5	0.992647	0.830882
LOC_Os07g20310.cds.faa	1	5	5	168	10	1	0	0	0.364407	0	170	0.929412	0.988235	0.694118	1	0.2	0.988235	0.682353
LOC_Os07g19170.cds.faa	1	6	6	60	0	2	0	0	0	0	60	1	1	1	1	1	1	1
LOC_Os07g31480.cds.faa	1	4	4	76	0	2	0	0	0	0	76	1	1	1	1	1	1	1
LOC_Os07g18480.cds.faa	1	10	10	60	0	2	0	0	0.016667	0	60	1	1	1	1	1	1	1
LOC_Os02g21840.cds.faa	1	13	15	957	124.4	9	0.8	0	0.849315	0	1982	0.561857	0.954087	0.036832	0.866667	0.066667	0.819374	0
LOC_Os07g27630.cds.faa	1	4	4	88	9.2	2	0	0	0.204545	0	128	0.78125	0.992188	0.6875	1	0.25	0.757812	0.679688
LOC_Os07g34230.cds.faa	1	3	3	181	0	3	0	0	0	0	181	1	1	1	1	1	1	1
LOC_Os07g28290.cds.faa	1	9	9	92	1.9	2	0.1	0	0.652174	0	115	0.825121	0.913043	0.8	1	0.222222	0.913043	0.713043
LOC_Os07g37910.cds.faa	1	6	6	98	0	1	0	0	0	0	98	1	1	1	1	1	1	1
Os06g0688200.cds.faa	1	15	17	287	14.3	5	0.3	0	0.557971	0	309	0.767752	0.928803	0.401294	0.882353	0.058824	0.928803	0
LOC_Os07g41960.cds.faa	1	7	7	98	0.8	2	0	0	0.05102	0	102	0.977591	1	0.960784	1	0.428571	1	0.960784
Os02g0518800.cds.faa	1	15	27	97	10.4	1	0.3	0	0.896907	0	329	0.403017	0.693009	0.18845	0.666667	0.037037	0.693009	0
LOC_Os07g25490.cds.faa	1	3	3	225	48.5	2	0	0	0.825397	0.1	227	0.578561	0.991189	0.277533	1	0.333333	0.45815	0.110132
LOC_Os07g38310.cds.faa	1	14	14	158	0	1	0	0.031646	0.050633	0	158	1	1	1	1	1	1	1
LOC_Os07g39760.cds.faa	1	11	11	71	8.2	1	0.2	0.028169	0.042254	0	123	0.769401	1	0.577236	1	0.454545	1	0.577236
LOC_Os07g42270.cds.faa	1	11	11	114	5.1	1	0.1	0	0.842105	0	195	0.634965	0.769231	0.584615	1	0.272727	0.769231	0.353846
gene:OsNip_07G022720.cds.faa	1	10	10	99	3.4	2	0	0	0.846154	0	110	0.869091	0.9	0.590909	1	0.1	0.9	0.490909
LOC_Os07g13840.cds.faa	1	13	13	172	7.6	3	0.1	0	0.476744	0	228	0.660256	0.833333	0.530702	1	0.076923	0.754386	0.486842
LOC_Os07g34430.cds.faa	1	11	12	408	29.2	3	0.2	0	0.854839	0	408	0.90094	1	0.151961	0.916667	0.75	1	0
LOC_Os08g01230.cds.faa	1	4	4	85	0.8	2	0.2	0	0.694118	0.1	117	0.732906	0.752137	0.726496	1	0.25	0.726496	0.478632
LOC_Os07g35530.cds.faa	1	11	11	193	3.9	2	0	0.07772	0.328358	0	246	0.831116	0.918699	0.784553	1	0.090909	0.918699	0.727642
LOC_Os07g32540.cds.faa	1	14	14	118	2.5	5	0.1	0	0.256637	0	128	0.866629	0.921875	0.6875	1	0.071429	0.921875	0.6875
LOC_Os08g01820.cds.faa	1	10	10	136	0	2	0	0	0.014706	0	136	1	1	1	1	1	1	1
LOC_Os07g47940.cds.faa	1	12	13	95	2.7	2	0	0	0.057971	0	95	0.957895	1	0.726316	1	0.846154	1	0.726316
LOC_Os08g07470.cds.faa	1	5	5	62	1.3	2	0	0.065574	0.081967	0	68	0.923529	1	0.897059	1	0.2	0.911765	0.897059
LOC_Os08g12240.cds.faa	1	3	3	100	3.3	2	0	0	0.3	0.1	105	0.920635	0.952381	0.857143	1	0.333333	0.952381	0.809524
Os05g0172000.cds.faa	1	16	42	722	46.5	1	0.3	0	0.890339	0	1527	0.274628	0.721022	0.070072	0.714286	0.02381	0.721022	0
LOC_Os08g13770.cds.faa	1	3	3	192	8.8	2	0	0.109091	0.109091	0	192	0.951389	1	0.859375	1	0.333333	0.994792	0.859375
LOC_Os08g08930.cds.faa	1	5	5	76	38.5	1	0.4	0	0.873563	0.1	371	0.361186	0.722372	0.204852	1	0.2	0.204852	0.067385
LOC_Os08g05270.cds.faa	1	5	10	138	3.7	3	0.3	0.844828	0.844828	0	157	0.808917	0.878981	0.738854	1	0.5	0.878981	0.617834
LOC_Os08g15440.cds.faa	1	4	4	59	0	2	0	0	0	0	59	1	1	1	1	1	1	1
LOC_Os07g46100.cds.faa	1	7	7	80	13.1	2	0.1	0	0.846154	0	245	0.413994	0.706122	0.318367	1	0.142857	0.436735	0.155102
LOC_Os08g12420.cds.faa	1	8	8	91	4.1	2	0.2	0	0.205607	0	116	0.872845	1	0.784483	1	0.25	1	0.758621
Os08g0142500.cds.faa	1	15	19	372	21.2	2	0.1	0	0.329787	0	372	0.791454	1	0.505376	1	0.684211	1	0.016129
LOC_Os08g17570.cds.faa	1	3	3	170	0	1	0	0	0	0	170	1	1	1	1	1	1	1
LOC_Os08g16470.cds.faa	1	10	10	75	0.1	1	0	0	0.88	0	108	0.696296	0.703704	0.694444	1	0.2	0.703704	0.398148
LOC_Os08g14780.cds.faa	1	10	10	64	11.2	2	0.1	0.109375	0.546875	0	161	0.561491	1	0.397516	1	0.1	0.732919	0.397516
LOC_Os08g19660.cds.faa	1	3	3	172	0	2	0	0	0	0	172	1	1	1	1	1	1	1
LOC_Os08g20590.cds.faa	1	3	3	76	6.3	2	0	0	0.855263	0.2	119	0.691877	0.798319	0.638655	1	0.333333	0.638655	0.436975
LOC_Os08g23550.cds.faa	1	6	6	105	0	1	0	0	0.009524	0	105	1	1	1	1	1	1	1
LOC_Os08g21530.cds.faa	1	10	10	99	1.4	1	0	0	0.2	0	99	0.985859	1	0.858586	1	0.9	1	0.858586
LOC_Os07g44499.cds.faa	1	14	14	137	3.8	2	0.1	0.445255	0.459854	0	143	0.923077	1	0.692308	1	0.071429	0.958042	0.657343
LOC_Os08g12170.cds.faa	1	5	11	193	12.9	3	0.2	0	0.828571	0	212	0.777873	0.948113	0.330189	1	0.090909	0.910377	0.108491
gene:OsNip_08G007690.cds.faa	1	12	12	142	12.7	3	0.2	0	0.289855	0	215	0.660465	1	0.32093	1	0.166667	1	0.32093
LOC_Os08g23200.cds.faa	1	10	10	302	1.9	3	0.1	0	0.007067	0	302	0.993709	1	0.937086	1	0.9	1	0.937086
LOC_Os08g22320.cds.faa	1	14	14	77	0.5	2	0	0	0.16	0	83	0.92599	1	0.903614	1	0.071429	0.927711	0.903614
LOC_Os08g24920.cds.faa	1	4	4	70	279	2	3.8	0	0.657143	0.1	1255	0.287251	0.953785	0.055777	1	0.25	0.055777	0.03745
LOC_Os08g25260.cds.faa	1	5	5	99	23.2	1	0.2	0	0.888889	0.1	216	0.565741	0.99537	0.458333	1	0.2	0.458333	0.453704
LOC_Os08g25230.cds.faa	1	10	10	69	0.2	2	0	0	0.246377	0	71	0.974648	1	0.971831	1	0.1	0.971831	0.971831
LOC_Os08g25270.cds.faa	1	10	10	130	4.2	2	0	0	0.759615	0	132	0.906061	0.984848	0.787879	1	0.4	0.984848	0.772727
Os08g0287800.cds.faa	1	12	12	118	8.1	4	0.3	0	0.605882	0	216	0.621528	0.800926	0.5	1	0.083333	0.800926	0.347222
LOC_Os08g08350.cds.faa	1	14	14	243	11.5	3	0.1	0	0.241758	0	356	0.738162	0.991573	0.632022	1	0.071429	0.991573	0.626404
gene:OsNip_08G010550.cds.faa	1	16	16	159	4.5	4	0.2	0	0.12	0	159	0.952044	1	0.666667	1	0.8125	1	0.666667
LOC_Os08g27260.cds.faa	1	10	10	83	0	1	0	0	0	0	83	1	1	1	1	1	1	1
LOC_Os08g29350.cds.faa	1	6	6	160	12	3	0	0	0.16092	0	160	0.916667	1	0.54375	1	0.666667	1	0.5125
LOC_Os08g31040.cds.faa	1	3	3	196	2.7	5	0.3	0	0.244681	0	200	0.966667	0.98	0.94	1	0.333333	0.98	0.92
LOC_Os08g28120.cds.faa	1	6	6	110	6	1	0	0	0.837838	0.1	113	0.920354	0.973451	0.654867	1	0.166667	0.973451	0.628319
LOC_Os08g30380.cds.faa	1	9	9	262	19.4	2	0.1	0	0.897436	0	298	0.781506	0.879195	0.392617	0.888889	0.111111	0.879195	0
LOC_Os08g32010.cds.faa	1	9	9	102	0	1	0	0	0.009804	0	102	1	1	1	1	1	1	1
LOC_Os08g33170.cds.faa	1	6	6	161	11	1	0	0	0.447205	0	173	0.872832	0.959538	0.554913	1	0.166667	0.930636	0.554913
LOC_Os08g39340.cds.faa	1	5	5	89	0	3	0	0	0	0	89	1	1	1	1	1	1	1
LOC_Os08g33130.cds.faa	1	11	11	151	8.8	1	0	0	0.021505	0	151	0.860325	1	0.615894	1	0.636364	1	0.615894
LOC_Os08g36600.cds.faa	1	11	11	62	3.5	2	0	0	0.645161	0	105	0.623377	0.952381	0.590476	1	0.090909	0.590476	0.542857
LOC_Os08g40660.cds.faa	1	5	5	93	0	2	0	0	0	0	93	1	1	1	1	1	1	1
gene:OsNip_08G022360.cds.faa	1	5	5	65	13.2	2	0.2	0	0.076923	0	119	0.727731	1	0.546218	1	0.4	1	0.546218
LOC_Os08g32490.cds.faa	1	10	10	105	1.1	1	0.2	0	0.104762	0	111	0.946847	1	0.900901	1	0.2	0.981982	0.882883
LOC_Os08g40730.cds.faa	1	4	4	142	63.4	1	0.5	0	0.530534	0	535	0.446262	0.764486	0.265421	1	0.25	0.265421	0.254206
LOC_Os09g02200.cds.faa	1	4	4	129	1.7	1	0	0.04065	0.04065	0	129	0.976744	1	0.953488	1	0.5	1	0.953488
LOC_Os08g39680.cds.faa	1	5	6	72	18.4	2	0	0.805556	0.859375	0.1	172	0.575581	0.912791	0.372093	1	0.333333	0.912791	0.087209
gene:OsNip_05G015500.cds.faa	1	16	20	471	38.2	2	0.8	0	0.907692	0	824	0.481735	0.854369	0.225728	0.95	0.05	0.854369	0.036408
LOC_Os08g41980.cds.faa	1	4	4	73	0	1	0	0	0	0	73	1	1	1	1	1	1	1
LOC_Os09g03640.cds.faa	1	3	3	157	24.8	5	1.2	0	0.805556	0.1	171	0.692008	0.918129	0.421053	1	0.333333	0.654971	0.157895
LOC_Os09g07490.cds.faa	1	4	4	291	10	3	0.3	0	0.441767	0	308	0.895292	0.944805	0.808442	1	0.25	0.944805	0.691558
LOC_Os09g07764.cds.faa	1	4	4	106	9.2	2	0.2	0	0.141509	0	143	0.805944	1	0.741259	1	0.25	0.741259	0.741259
LOC_Os09g02340.cds.faa	1	12	12	85	0	2	0	0	0	0	85	1	1	1	1	1	1	1
Os08g0267000.cds.faa	1	11	12	402	72.5	3	0.6	0	0.395522	0	1167	0.463011	0.972579	0.30934	0.916667	0.083333	0.784062	0
LOC_Os06g37240.cds.faa	1	13	13	321	24.4	3	0.3	0	0.803419	0	499	0.554185	0.817635	0.234469	1	0.076923	0.657315	0.176353
Os08g0463500.cds.faa	1	15	27	300	16.9	1	0.1	0	0.851351	0	400	0.57963	1	0.2975	1	0.481481	0.75	0.0475
LOC_Os09g08560.cds.faa	1	12	12	95	0	2	0	0	0	0	95	1	1	1	1	1	1	1
LOC_Os09g11780.cds.faa	1	4	4	60	0	2	0	0	0	0	60	1	1	1	1	1	1	1
Os09g0106200.cds.faa	1	7	7	168	10.3	2	0.5	0	0.166667	0	232	0.765394	0.99569	0.681034	1	0.142857	0.853448	0.655172
LOC_Os09g02820.cds.faa	1	13	13	331	5.7	5	0.1	0	0.332061	0	331	0.965838	1	0.791541	1	0.692308	1	0.700906
LOC_Os09g14760.cds.faa	1	5	5	83	0	1	0	0	0.024096	0	83	1	1	1	1	1	1	1
